CampaignID,Date,Channel,Product,State,ManagerCompany,AdSpend,Impressions,Clicks,CTR,CPC,Leads,Sales,Revenue,ROAS,CAC,Objective,Status,Rating,Manager
1337,2025-07-02,LinkedIn,Product D,DL,Infosys,111979,98180,4689,0.048,59,716,214,1663422,14.85,156.4,Awareness,Paused,2,Kabir
1338,2025-09-09,YouTube,Product B,TS,Reliance,74725,17243,6203,0.36,93,367,110,934230,12.5,203.61,Awareness,Paused,3,Rahul
1339,2025-05-11,YouTube,Product B,DL,Infosys,132014,135611,8981,0.066,80,1125,337,527405,4.0,117.35,Sales,Active,1,Rohan
1340,2025-06-29,LinkedIn,Product B,WB,EY,61897,34799,14740,0.424,66,1608,482,3719112,60.09,38.49,Sales,Active,4,Ananya
1341,2025-12-22,Meta,Product C,TS,TCS,118508,104665,13383,0.128,42,2282,684,1272924,10.74,51.93,Sales,Paused,2,Neha
1342,2025-12-09,Meta,Product C,KA,Reliance,23390,35876,2112,0.059,7,161,48,95904,4.1,145.28,Awareness,Active,4,Karan
1343,2025-08-26,YouTube,Product A,WB,Reliance,118080,69969,11235,0.161,7,1511,453,785502,6.65,78.15,Awareness,Active,3,Tanvi
1344,2025-11-11,Meta,Product D,MH,Deloitte,135214,19029,2773,0.146,52,278,83,637025,4.71,486.38,Awareness,Active,3,Neha
1345,2025-06-10,Google,Product B,KA,Amazon,12715,180166,490,0.003,68,84,25,71050,5.59,151.37,Awareness,Active,5,Nisha
1346,2025-01-29,Google,Product C,TN,Infosys,16882,146218,14226,0.097,84,983,294,670614,39.72,17.17,Awareness,Active,2,Neha
1347,2025-04-15,YouTube,Product A,WB,Infosys,30961,10956,3084,0.281,13,376,112,821408,26.53,82.34,Awareness,Active,1,Neha
1348,2025-10-14,Meta,Product B,KA,Deloitte,32533,132940,12411,0.093,89,2148,644,1405852,43.21,15.15,Lead Gen,Active,5,Aisha
1349,2025-10-06,Email,Product C,MH,EY,18848,67226,629,0.009,73,45,13,70408,3.74,418.84,Sales,Active,2,Neha
1350,2025-10-14,Email,Product D,TN,TCS,92543,86906,9908,0.114,39,667,200,823400,8.9,138.75,Lead Gen,Active,5,Ishita
1351,2025-10-07,LinkedIn,Product B,WB,Reliance,57987,23538,9140,0.388,57,1800,540,1871640,32.28,32.22,Sales,Paused,5,Aditya
1352,2025-06-07,Meta,Product B,TS,Amazon,60084,196483,1113,0.006,93,151,45,264825,4.41,397.91,Sales,Paused,2,Nisha
1353,2025-01-16,Email,Product B,TS,Reliance,140005,114466,9558,0.084,72,950,285,2779890,19.86,147.37,Sales,Active,3,Kabir
1354,2025-08-16,YouTube,Product C,TN,Accenture,135606,39406,13885,0.352,29,2594,778,4166968,30.73,52.28,Awareness,Paused,3,Rohan
1355,2025-10-15,Meta,Product D,WB,Accenture,95868,152524,11458,0.075,11,1386,415,1125895,11.74,69.17,Lead Gen,Paused,1,Ishita
1356,2025-10-14,Email,Product B,KA,Deloitte,47204,50632,6023,0.119,16,398,119,121737,2.58,118.6,Lead Gen,Paused,4,Nisha
1357,2025-05-06,Google,Product A,MH,TCS,80610,133267,748,0.006,62,123,36,267912,3.32,655.37,Sales,Active,1,Nisha
1358,2025-03-29,Google,Product C,TN,EY,29174,70021,11846,0.169,6,1157,347,1896355,65.0,25.22,Lead Gen,Active,5,Nisha
1359,2025-04-09,YouTube,Product D,MH,EY,85528,153305,2719,0.018,60,287,86,386054,4.51,298.01,Lead Gen,Paused,2,Ananya
1360,2025-01-05,Google,Product D,DL,Deloitte,20780,133800,14942,0.112,21,2487,746,7130268,343.13,8.36,Sales,Active,3,Aditya
1361,2025-05-24,YouTube,Product D,DL,Reliance,35731,169223,14471,0.086,83,806,241,1823888,51.04,44.33,Lead Gen,Active,4,Rahul
1362,2025-04-05,LinkedIn,Product D,WB,Reliance,95847,146262,11051,0.076,29,930,279,1929285,20.13,103.06,Awareness,Active,1,Yash
1363,2025-03-20,Google,Product A,KA,HDFC,92772,10957,11150,1.018,69,1917,575,2191325,23.62,48.39,Lead Gen,Active,2,Sneha
1364,2025-09-16,LinkedIn,Product A,MH,Accenture,104988,162364,5210,0.032,15,479,143,158015,1.51,219.18,Lead Gen,Active,2,Dev
1365,2025-05-03,YouTube,Product B,TS,HDFC,142057,190035,10081,0.053,59,2006,601,4197985,29.55,70.82,Awareness,Active,4,Rohan
1366,2025-12-06,LinkedIn,Product A,TS,TCS,8462,185614,7792,0.042,54,489,146,489246,57.82,17.3,Sales,Active,1,Ishita
1367,2025-03-14,LinkedIn,Product A,MH,EY,69302,49526,5447,0.11,10,477,143,1120262,16.16,145.29,Awareness,Paused,3,Dev
1368,2025-03-12,Email,Product D,KA,Deloitte,48664,109372,9931,0.091,18,663,198,1740816,35.77,73.4,Lead Gen,Active,2,Yash
1369,2025-09-16,Meta,Product B,KA,HDFC,126028,59570,8828,0.148,53,1092,327,796245,6.32,115.41,Lead Gen,Active,2,Neha
1370,2025-02-20,Meta,Product B,DL,EY,51406,101743,688,0.007,17,112,33,279840,5.44,458.98,Sales,Active,3,Nisha
1371,2025-09-20,Meta,Product D,DL,Accenture,73457,112544,1916,0.017,13,141,42,361704,4.92,520.97,Lead Gen,Paused,2,Vivaan
1372,2025-08-10,YouTube,Product D,MH,TCS,35585,33002,6484,0.196,72,815,244,2185264,61.41,43.66,Awareness,Paused,4,Meera
1373,2025-10-25,Google,Product D,MH,Amazon,137694,107513,4744,0.044,45,555,166,1600406,11.62,248.1,Lead Gen,Active,5,Sneha
1374,2025-01-30,Meta,Product D,WB,Infosys,39651,68880,7816,0.113,92,1113,333,3147516,79.38,35.63,Lead Gen,Active,4,Vivaan
1375,2025-12-02,LinkedIn,Product A,TS,Reliance,101365,145497,5111,0.035,88,1016,304,1738880,17.15,99.77,Lead Gen,Paused,3,Sneha
1376,2025-04-08,LinkedIn,Product C,TN,EY,55725,10982,4360,0.397,96,840,252,1229760,22.07,66.34,Awareness,Active,5,Yash
1377,2025-05-02,YouTube,Product B,WB,TCS,79556,100320,2783,0.028,45,347,104,687960,8.65,229.27,Lead Gen,Paused,3,Sneha
1378,2025-11-05,YouTube,Product C,KA,Deloitte,48527,43374,6418,0.148,74,717,215,2073460,42.73,67.68,Sales,Active,5,Diya
1379,2025-11-09,Google,Product C,TN,Amazon,54306,40122,12131,0.302,85,2273,681,3602490,66.34,23.89,Lead Gen,Paused,2,Vivaan
1380,2025-08-01,LinkedIn,Product A,TN,Amazon,56329,80525,14159,0.176,8,1973,591,3643515,64.68,28.55,Sales,Active,5,Sneha
1381,2025-04-24,LinkedIn,Product B,WB,Amazon,47910,54197,3029,0.056,73,181,54,263628,5.5,264.7,Sales,Paused,1,Meera
1382,2025-04-17,Google,Product B,TS,HDFC,51642,140194,5810,0.041,15,531,159,529947,10.26,97.25,Sales,Active,5,Meera
1383,2025-02-09,LinkedIn,Product A,DL,Amazon,96155,81942,13004,0.159,80,2444,733,4727850,49.17,39.34,Lead Gen,Paused,4,Neha
1384,2025-07-22,Email,Product A,WB,EY,59574,121585,1288,0.011,93,137,41,369164,6.2,434.85,Awareness,Paused,4,Ananya
1385,2025-02-08,Meta,Product B,TN,HDFC,41171,38283,831,0.022,97,78,23,55545,1.35,527.83,Sales,Active,4,Rohan
1386,2025-07-23,Email,Product C,DL,Amazon,73480,196023,10918,0.056,62,1439,431,1796839,24.45,51.06,Lead Gen,Active,2,Ananya
1387,2025-08-06,YouTube,Product A,KA,TCS,125571,187583,13869,0.074,98,840,252,709632,5.65,149.49,Awareness,Active,4,Nisha
1388,2025-04-04,Email,Product A,WB,Infosys,134575,167077,8552,0.051,42,1093,327,644844,4.79,123.12,Lead Gen,Active,3,Rahul
1389,2025-09-09,Email,Product C,DL,Reliance,94049,70819,14575,0.206,22,1595,478,2265242,24.09,58.96,Sales,Paused,4,Kabir
1390,2025-06-20,Email,Product D,MH,TCS,137222,98962,3951,0.04,16,334,100,604500,4.41,410.84,Awareness,Paused,5,Aisha
1391,2025-11-05,Email,Product A,KA,Amazon,102021,85049,4806,0.057,26,570,171,388512,3.81,178.98,Sales,Paused,3,Sneha
1392,2025-05-27,Meta,Product A,DL,Reliance,112474,17045,8963,0.526,83,524,157,660342,5.87,214.65,Awareness,Active,5,Arjun
1393,2025-01-30,YouTube,Product A,MH,HDFC,130494,188287,170,0.001,10,15,4,24936,0.19,8699.6,Lead Gen,Active,2,Meera
1394,2025-11-30,Google,Product C,MH,Deloitte,51901,142480,4442,0.031,7,531,159,784665,15.12,97.74,Awareness,Active,2,Karan
1395,2025-01-17,Google,Product D,WB,EY,54686,25557,14326,0.561,65,1742,522,4840506,88.51,31.39,Sales,Active,3,Nisha
1396,2025-03-10,Email,Product C,TN,Deloitte,112480,6402,6418,1.002,10,1125,337,1798569,15.99,99.98,Lead Gen,Paused,3,Kabir
1397,2025-12-22,YouTube,Product A,KA,Deloitte,119912,26211,12931,0.493,5,2045,613,3299779,27.52,58.64,Awareness,Active,5,Vivaan
1398,2025-08-21,LinkedIn,Product C,DL,Accenture,9835,96183,3318,0.034,10,289,86,693504,70.51,34.03,Lead Gen,Paused,4,Aditya
1399,2025-03-24,LinkedIn,Product B,TS,EY,106361,86458,3050,0.035,40,326,97,914807,8.6,326.26,Lead Gen,Active,3,Aarav
1400,2025-11-27,Google,Product B,TN,EY,60529,154432,6029,0.039,91,894,268,1855900,30.66,67.71,Lead Gen,Paused,3,Dev
1401,2025-01-30,Google,Product C,KA,Deloitte,70112,47280,1051,0.022,22,69,20,172460,2.46,1016.12,Lead Gen,Active,1,Ishita
1402,2025-05-09,LinkedIn,Product A,TN,Amazon,60603,163196,6900,0.042,25,646,193,236425,3.9,93.81,Awareness,Active,4,Arjun
1403,2025-11-11,Meta,Product D,TN,Amazon,54712,199558,7346,0.037,64,860,258,2488926,45.49,63.62,Sales,Active,2,Neha
1404,2025-11-29,YouTube,Product C,DL,Infosys,46580,97351,3043,0.031,62,534,160,1292480,27.75,87.23,Awareness,Paused,3,Arjun
1405,2025-12-03,LinkedIn,Product A,MH,Infosys,110271,199184,4702,0.024,56,914,274,1321776,11.99,120.65,Lead Gen,Active,4,Sneha
1406,2025-04-27,Google,Product C,TN,Infosys,74775,45459,13810,0.304,35,2158,647,5337750,71.38,34.65,Lead Gen,Active,4,Vivaan
1407,2025-08-08,YouTube,Product D,WB,Reliance,101035,73686,11880,0.161,79,693,207,1021131,10.11,145.79,Awareness,Active,2,Ananya
1408,2025-06-25,Meta,Product D,DL,EY,58889,71760,5166,0.072,13,384,115,876760,14.89,153.36,Lead Gen,Active,1,Nisha
1409,2025-03-31,Google,Product D,WB,Deloitte,26196,72984,4581,0.063,6,804,241,852899,32.56,32.58,Lead Gen,Active,5,Aditya
1410,2025-04-13,LinkedIn,Product B,MH,TCS,90078,133941,4439,0.033,65,781,234,1543932,17.14,115.34,Awareness,Paused,1,Ananya
1411,2025-09-23,YouTube,Product A,WB,Amazon,38050,88576,6169,0.07,16,487,146,953818,25.07,78.13,Lead Gen,Paused,2,Ishita
1412,2025-02-07,YouTube,Product A,MH,HDFC,67520,45877,3340,0.073,22,629,188,1162216,17.21,107.34,Awareness,Paused,2,Neha
1413,2025-03-24,Meta,Product B,DL,EY,12529,167623,14970,0.089,72,2807,842,8024260,640.45,4.46,Awareness,Paused,5,Tanvi
1414,2025-12-21,Meta,Product C,TN,Deloitte,90825,141407,7670,0.054,54,1491,447,4113294,45.29,60.92,Awareness,Paused,3,Aditya
1415,2025-04-05,Google,Product D,KA,Amazon,61769,130711,3549,0.027,14,284,85,527425,8.54,217.5,Sales,Active,1,Arjun
1416,2025-07-31,Google,Product A,DL,Reliance,60264,70091,8199,0.117,15,1388,416,3728192,61.86,43.42,Lead Gen,Paused,2,Meera
1417,2025-06-29,Google,Product B,DL,HDFC,25609,61842,5517,0.089,8,401,120,831000,32.45,63.86,Awareness,Paused,1,Ananya
1418,2025-08-06,YouTube,Product D,KA,HDFC,29641,114979,3414,0.03,50,368,110,544280,18.36,80.55,Awareness,Paused,2,Kabir
1419,2025-07-29,Meta,Product B,TN,Infosys,43896,6579,9470,1.439,99,544,163,648251,14.77,80.69,Sales,Paused,1,Vivaan
1420,2025-09-15,YouTube,Product B,KA,Deloitte,53407,18797,3365,0.179,70,454,136,327624,6.13,117.64,Sales,Active,4,Dev
1421,2025-11-25,Email,Product A,TN,HDFC,116475,101107,1815,0.018,75,182,54,208332,1.79,639.97,Awareness,Paused,4,Diya
1422,2025-03-08,Email,Product B,TN,Amazon,69177,101826,2449,0.024,32,489,146,652912,9.44,141.47,Awareness,Active,4,Aisha
1423,2025-06-03,LinkedIn,Product B,MH,Accenture,10724,51543,1210,0.023,69,204,61,605547,56.47,52.57,Sales,Active,1,Aditya
1424,2025-11-19,Google,Product C,KA,Amazon,28527,135118,10026,0.074,35,1933,579,3146865,110.31,14.76,Sales,Paused,2,Priya
1425,2025-09-06,YouTube,Product A,TS,EY,7663,95119,13848,0.146,57,2103,630,1864170,243.27,3.64,Lead Gen,Active,4,Dev
1426,2025-03-03,LinkedIn,Product C,WB,Reliance,10929,59643,1830,0.031,57,136,40,290240,26.56,80.36,Sales,Paused,4,Priya
1427,2025-07-02,LinkedIn,Product B,WB,Deloitte,43583,58451,13748,0.235,70,1160,348,467712,10.73,37.57,Lead Gen,Active,3,Kabir
1428,2025-04-22,Meta,Product C,TS,Deloitte,11420,184842,11994,0.065,95,2286,685,1399455,122.54,5.0,Awareness,Paused,5,Ananya
1429,2025-11-15,Google,Product A,MH,Amazon,126143,113799,14189,0.125,67,2359,707,1961218,15.55,53.47,Lead Gen,Paused,3,Ishita
1430,2025-04-21,LinkedIn,Product C,TN,Amazon,84016,55429,2437,0.044,78,191,57,427386,5.09,439.87,Sales,Active,5,Arjun
1431,2025-03-24,YouTube,Product C,KA,Deloitte,9297,42883,14151,0.33,15,2277,683,3466908,372.91,4.08,Lead Gen,Paused,1,Rahul
1432,2025-12-01,LinkedIn,Product B,WB,Deloitte,28272,98854,8821,0.089,14,1355,406,2453052,86.77,20.86,Awareness,Paused,4,Diya
1433,2025-09-24,Google,Product C,MH,Deloitte,42536,24238,14391,0.594,59,2174,652,2516068,59.15,19.57,Awareness,Paused,3,Ishita
1434,2025-04-18,LinkedIn,Product D,TS,HDFC,140725,134281,2323,0.017,87,233,69,583947,4.15,603.97,Awareness,Active,4,Aisha
1435,2025-01-22,Meta,Product D,KA,Infosys,77035,79665,9301,0.117,74,1497,449,1127888,14.64,51.46,Awareness,Active,1,Aditya
1436,2025-06-24,Google,Product B,TN,Infosys,28500,25370,12347,0.487,89,1659,497,2947210,103.41,17.18,Lead Gen,Paused,2,Tanvi
1437,2025-12-16,Email,Product B,DL,EY,63917,135869,2137,0.016,93,116,34,317934,4.97,551.01,Lead Gen,Active,1,Vivaan
1438,2025-11-21,Email,Product A,WB,Infosys,95166,96628,1722,0.018,41,150,45,341415,3.59,634.44,Lead Gen,Active,2,Nisha
1439,2025-03-11,Meta,Product A,DL,Amazon,134003,15592,9652,0.619,32,1864,559,3636854,27.14,71.89,Lead Gen,Active,1,Vivaan
1440,2025-12-05,Google,Product A,DL,Accenture,13742,67158,860,0.013,56,63,18,82386,6.0,218.13,Sales,Paused,5,Kabir
1441,2025-10-14,LinkedIn,Product B,WB,HDFC,30259,22285,3368,0.151,8,418,125,1170875,38.7,72.39,Lead Gen,Active,3,Aarav
1442,2025-02-03,Google,Product D,MH,EY,90972,106765,2324,0.022,63,451,135,826065,9.08,201.71,Lead Gen,Active,5,Kabir
1443,2025-10-11,LinkedIn,Product B,KA,Infosys,88425,117790,11132,0.095,50,1023,306,2010114,22.73,86.44,Sales,Paused,3,Kabir
1444,2025-08-01,YouTube,Product A,DL,Accenture,18019,143824,1648,0.011,57,309,92,455676,25.29,58.31,Awareness,Paused,4,Sneha
1445,2025-07-03,LinkedIn,Product D,MH,Infosys,50902,143066,5110,0.036,74,795,238,2248148,44.17,64.03,Sales,Paused,1,Aditya
1446,2025-03-25,LinkedIn,Product D,DL,Deloitte,58778,150937,2088,0.014,26,192,57,337098,5.74,306.14,Lead Gen,Active,3,Rohan
1447,2025-10-28,Email,Product A,TS,Infosys,29348,132879,14615,0.11,18,1682,504,555408,18.92,17.45,Sales,Active,3,Aarav
1448,2025-09-18,Email,Product B,TN,Infosys,103700,122811,7850,0.064,20,881,264,1240272,11.96,117.71,Lead Gen,Active,3,Aisha
1449,2025-12-17,LinkedIn,Product D,TS,TCS,145897,195471,9232,0.047,95,1220,366,1864770,12.78,119.59,Sales,Active,4,Ananya
1450,2025-01-31,Google,Product A,TN,Reliance,45736,183264,12277,0.067,31,1968,590,5809730,127.03,23.24,Lead Gen,Paused,1,Aarav
1451,2025-06-10,Meta,Product B,WB,Reliance,88583,141934,2995,0.021,56,534,160,1351360,15.26,165.89,Awareness,Paused,3,Nisha
1452,2025-02-16,YouTube,Product C,DL,HDFC,86784,188588,8022,0.043,98,632,189,1518993,17.5,137.32,Lead Gen,Active,4,Tanvi
1453,2025-10-30,Meta,Product C,TN,HDFC,65394,35394,3590,0.101,90,231,69,227424,3.48,283.09,Sales,Active,5,Ishita
1454,2025-01-24,Email,Product A,TN,EY,75792,87573,5038,0.058,24,292,87,207147,2.73,259.56,Sales,Paused,4,Neha
1455,2025-02-19,LinkedIn,Product A,TS,HDFC,139252,117500,3849,0.033,34,690,207,1381518,9.92,201.81,Awareness,Paused,4,Ishita
1456,2025-10-04,Email,Product A,DL,TCS,82782,108998,1533,0.014,50,289,86,393880,4.76,286.44,Awareness,Active,1,Meera
1457,2025-11-29,Meta,Product A,KA,Accenture,112540,75856,7521,0.099,48,567,170,877710,7.8,198.48,Awareness,Paused,3,Neha
1458,2025-11-11,Meta,Product B,TS,Infosys,42444,191017,2212,0.012,21,275,82,648866,15.29,154.34,Sales,Active,1,Diya
1459,2025-03-28,Email,Product C,TS,Infosys,128090,169144,14686,0.087,75,2056,616,3424344,26.73,62.3,Awareness,Paused,3,Rohan
1460,2025-05-27,Meta,Product A,TN,Infosys,69747,69042,14822,0.215,27,1702,510,2091000,29.98,40.98,Awareness,Paused,3,Tanvi
1461,2025-02-16,Meta,Product A,TN,Deloitte,129339,10262,4299,0.419,51,448,134,628460,4.86,288.7,Awareness,Paused,4,Aarav
1462,2025-01-29,Email,Product C,DL,Deloitte,11621,67141,7162,0.107,25,689,206,2034250,175.05,16.87,Lead Gen,Paused,3,Rahul
1463,2025-09-11,Meta,Product A,WB,Infosys,137388,192394,729,0.004,100,121,36,78804,0.57,1135.44,Lead Gen,Active,5,Ishita
1464,2025-03-01,YouTube,Product D,MH,Deloitte,29017,162367,143,0.001,61,16,4,39856,1.37,1813.56,Sales,Paused,2,Kabir
1465,2025-03-07,Email,Product A,KA,Deloitte,31696,136643,10394,0.076,33,1283,384,789888,24.92,24.7,Lead Gen,Active,4,Sneha
1466,2025-06-03,Meta,Product D,KA,TCS,47616,32560,12024,0.369,17,1644,493,4899927,102.91,28.96,Lead Gen,Active,4,Ishita
1467,2025-08-09,Email,Product D,DL,HDFC,115003,180677,13932,0.077,6,1445,433,3650623,31.74,79.59,Awareness,Paused,3,Diya
1468,2025-10-03,Email,Product C,DL,Deloitte,62159,154125,12299,0.08,80,1276,382,1935212,31.13,48.71,Lead Gen,Active,2,Priya
1469,2025-10-21,LinkedIn,Product A,TN,Reliance,113555,24810,2243,0.09,80,121,36,259380,2.28,938.47,Sales,Paused,1,Aisha
1470,2025-06-03,LinkedIn,Product B,TN,HDFC,54863,186952,9218,0.049,17,1341,402,3203538,58.39,40.91,Lead Gen,Paused,3,Aisha
1471,2025-02-19,LinkedIn,Product B,MH,Reliance,91040,103620,7514,0.073,49,1110,333,553779,6.08,82.02,Sales,Active,5,Diya
1472,2025-05-14,Email,Product A,DL,EY,127895,138291,13023,0.094,17,2244,673,3784952,29.59,56.99,Lead Gen,Paused,5,Priya
1473,2025-01-02,Meta,Product D,MH,TCS,105967,68017,7001,0.103,67,520,156,450216,4.25,203.78,Awareness,Paused,5,Kabir
1474,2025-09-02,Meta,Product D,TS,Deloitte,135453,17415,6874,0.395,53,773,231,296142,2.19,175.23,Awareness,Active,4,Rohan
1475,2025-07-11,LinkedIn,Product B,TN,EY,46410,98106,14105,0.144,34,2697,809,7662848,165.11,17.21,Lead Gen,Active,1,Yash
1476,2025-10-05,Meta,Product B,WB,Deloitte,22737,108197,10238,0.095,70,1666,499,1920152,84.45,13.65,Sales,Active,3,Nisha
1477,2025-10-16,Meta,Product A,DL,EY,31236,88576,3931,0.044,64,261,78,299910,9.6,119.68,Lead Gen,Paused,1,Rohan
1478,2025-10-03,Google,Product D,DL,Deloitte,97893,46625,6585,0.141,21,936,280,1616160,16.51,104.59,Sales,Active,2,Nisha
1479,2025-10-19,Email,Product B,MH,Deloitte,33917,69491,11315,0.163,10,1625,487,1470740,43.36,20.87,Sales,Paused,4,Rohan
1480,2025-11-24,Email,Product B,WB,EY,49687,176377,4236,0.024,99,646,193,816197,16.43,76.91,Awareness,Active,4,Meera
1481,2025-10-21,Meta,Product C,TN,TCS,114294,5808,2247,0.387,86,297,89,124333,1.09,384.83,Sales,Paused,2,Arjun
1482,2025-08-31,LinkedIn,Product C,WB,Reliance,42323,123217,7329,0.059,69,1445,433,4257256,100.59,29.29,Awareness,Active,5,Yash
1483,2025-10-08,LinkedIn,Product A,TN,Amazon,85751,185631,7807,0.042,89,860,258,2318130,27.03,99.71,Lead Gen,Active,1,Sneha
1484,2025-06-13,Google,Product D,TN,Reliance,29624,42132,9771,0.232,67,1219,365,513920,17.35,24.3,Lead Gen,Active,1,Diya
1485,2025-01-10,Google,Product D,DL,Amazon,110448,139333,7257,0.052,43,1129,338,404248,3.66,97.83,Lead Gen,Paused,2,Meera
1486,2025-06-26,YouTube,Product D,TS,Reliance,68121,158153,10443,0.066,80,1364,409,1982832,29.11,49.94,Awareness,Active,2,Sneha
1487,2025-07-17,Email,Product C,TS,EY,80823,105664,309,0.003,22,16,4,33680,0.42,5051.44,Lead Gen,Active,4,Rahul
1488,2025-11-19,Email,Product D,TN,HDFC,101483,198401,12875,0.065,60,1096,328,2513792,24.77,92.59,Awareness,Paused,4,Vivaan
1489,2025-10-26,Meta,Product B,DL,Reliance,49956,180238,12651,0.07,6,2317,695,6417630,128.47,21.56,Sales,Active,4,Nisha
1490,2025-06-11,YouTube,Product C,KA,HDFC,52000,80891,4066,0.05,100,758,227,2229821,42.88,68.6,Sales,Paused,2,Diya
1491,2025-10-13,Meta,Product A,KA,Amazon,27386,42709,11534,0.27,64,1134,340,2285140,83.44,24.15,Lead Gen,Paused,3,Meera
1492,2025-02-19,Meta,Product B,DL,EY,43053,62598,6594,0.105,45,931,279,2615346,60.75,46.24,Awareness,Paused,3,Meera
1493,2025-09-26,YouTube,Product C,DL,Amazon,122793,36139,9877,0.273,59,1301,390,3154320,25.69,94.38,Sales,Paused,5,Meera
1494,2025-04-25,Google,Product C,KA,Infosys,58532,59821,14598,0.244,46,2710,813,1724373,29.46,21.6,Awareness,Paused,4,Diya
1495,2025-01-13,Email,Product B,MH,EY,120931,25974,7300,0.281,65,823,246,262974,2.17,146.94,Sales,Active,2,Dev
1496,2025-08-12,LinkedIn,Product C,WB,Deloitte,105769,196882,2311,0.012,83,323,96,588192,5.56,327.46,Awareness,Paused,5,Priya
1497,2025-12-27,LinkedIn,Product B,WB,Accenture,107827,131885,7322,0.056,57,1074,322,2248848,20.86,100.4,Awareness,Paused,2,Karan
1498,2025-12-12,Email,Product C,DL,Infosys,110746,40507,949,0.023,86,91,27,237546,2.14,1216.99,Awareness,Active,3,Rahul
1499,2025-08-12,Email,Product A,KA,EY,88329,29003,4204,0.145,46,801,240,2069280,23.43,110.27,Lead Gen,Active,2,Vivaan
1500,2025-08-20,Email,Product C,TN,EY,40489,14190,7636,0.538,62,1007,302,3017886,74.54,40.21,Sales,Paused,1,Ananya
1501,2025-05-14,YouTube,Product B,TN,TCS,134457,15352,2945,0.192,13,227,68,74120,0.55,592.32,Awareness,Active,2,Ishita
1502,2025-02-17,Google,Product C,TS,Reliance,77142,25285,9747,0.385,74,1582,474,3367770,43.66,48.76,Awareness,Paused,2,Neha
1503,2025-12-20,Google,Product D,WB,Deloitte,81010,21076,4860,0.231,90,245,73,325142,4.01,330.65,Awareness,Paused,5,Ishita
1504,2025-06-30,Meta,Product B,WB,HDFC,29924,106716,9911,0.093,82,671,201,1034547,34.57,44.6,Sales,Paused,5,Aditya
1505,2025-04-28,YouTube,Product D,TS,Accenture,46812,94940,12908,0.136,83,1887,566,2089672,44.64,24.81,Lead Gen,Paused,5,Rahul
1506,2025-12-09,YouTube,Product D,WB,Deloitte,11841,174842,14018,0.08,31,1623,486,1528956,129.12,7.3,Awareness,Paused,3,Meera
1507,2025-01-13,YouTube,Product C,WB,Reliance,33714,102102,6597,0.065,25,1019,305,2692540,79.86,33.09,Sales,Paused,1,Priya
1508,2025-07-15,YouTube,Product A,TN,Infosys,79642,129387,13631,0.105,10,2595,778,5410212,67.93,30.69,Awareness,Paused,4,Rohan
1509,2025-01-29,Email,Product B,WB,Deloitte,109742,165934,5519,0.033,97,353,105,206430,1.88,310.88,Lead Gen,Active,1,Kabir
1510,2025-03-13,LinkedIn,Product C,TN,Accenture,127728,169892,6455,0.038,50,721,216,1371600,10.74,177.15,Lead Gen,Paused,4,Yash
1511,2025-01-08,Email,Product A,TN,Accenture,104134,111479,2278,0.02,59,203,60,271020,2.6,512.98,Lead Gen,Paused,5,Arjun
1512,2025-03-14,Email,Product A,KA,Infosys,99753,58855,3875,0.066,97,612,183,1582035,15.86,163.0,Sales,Paused,2,Ishita
1513,2025-11-16,Google,Product B,WB,Reliance,72306,31299,453,0.014,39,60,18,67194,0.93,1205.1,Lead Gen,Active,3,Rohan
1514,2025-08-23,YouTube,Product A,TN,TCS,96350,125646,652,0.005,19,77,23,68609,0.71,1251.3,Sales,Paused,4,Tanvi
1515,2025-04-14,YouTube,Product C,TS,EY,90517,69466,6168,0.089,29,530,159,685449,7.57,170.79,Sales,Paused,1,Rahul
1516,2025-07-17,YouTube,Product D,DL,Accenture,134364,140570,10333,0.074,18,965,289,2158541,16.06,139.24,Lead Gen,Paused,4,Dev
1517,2025-04-15,Google,Product A,TS,EY,25070,176884,2096,0.012,85,164,49,270872,10.8,152.87,Awareness,Paused,4,Aarav
1518,2025-12-07,Google,Product A,WB,TCS,50429,108624,9862,0.091,18,1951,585,5222295,103.56,25.85,Awareness,Active,2,Diya
1519,2025-12-01,Google,Product A,TN,EY,108350,183159,13989,0.076,78,906,271,1825998,16.85,119.59,Awareness,Active,1,Karan
1520,2025-11-10,YouTube,Product B,KA,Amazon,126548,132607,12671,0.096,78,1398,419,1536054,12.14,90.52,Awareness,Active,4,Vivaan
1521,2025-09-29,YouTube,Product B,MH,EY,7936,148341,6985,0.047,6,394,118,184552,23.26,20.14,Lead Gen,Paused,4,Karan
1522,2025-05-22,YouTube,Product C,WB,Accenture,103438,66585,5527,0.083,27,531,159,1465980,14.17,194.8,Lead Gen,Paused,3,Rohan
1523,2025-07-25,Meta,Product D,TN,HDFC,38059,159324,828,0.005,82,75,22,111188,2.92,507.45,Sales,Paused,3,Rahul
1524,2025-05-11,Google,Product B,TN,Deloitte,44524,72946,3676,0.05,25,443,132,835560,18.77,100.51,Lead Gen,Paused,2,Vivaan
1525,2025-03-03,Google,Product B,WB,Amazon,147659,196028,8793,0.045,77,944,283,1784315,12.08,156.42,Lead Gen,Paused,3,Aditya
1526,2025-05-24,Email,Product D,DL,Reliance,101123,42531,2288,0.054,95,335,100,857800,8.48,301.86,Sales,Active,4,Karan
1527,2025-04-19,Google,Product C,TN,Accenture,114524,160577,847,0.005,20,130,39,296127,2.59,880.95,Awareness,Active,1,Ishita
